1	25	5026	5110	7013
2	365	6134	6565	3113
3	542	5842	7152	3491
4	9757	7953	4211	4924
5	6002	9755	5200	8405
6	4174	6109	4251	8498
7	8339	7398	6022	4290
8	5843	9164	7591	5257
9	8716	6911	4443	5916
10	9753	4886	7190	6455
11	6987	4150	4378	7182
12	7129	8231	9751	3631
13	5940	5391	5064	4625
14	3480	6210	6055	5206
15	4997	3888	5890	4130
16	6312	5972	5215	8911
17	6022	7013	3113	5842
18	3491	5257	25	9753
19	4150	4211	5916	6134
20	6002	7591	5026	7152
21	6565	9751	6109	5064
22	9755	4378	5391	542
23	8405	6911	7129	3480
24	7190	4290	8911	5890
25	4443	4997	5972	7182
26	3631	9164	8339	6312
27	7953	4174	5843	6210
28	9757	8498	4130	6455
29	365	5200	5940	5110
30	6987	5215	4924	8716
31	4625	3888	5206	8231
32	7398	6055	4886	4251
33	7190	6134	3480	5972
34	8911	7129	4150	3491
35	6210	6002	3631	3113
36	9753	5026	4290	542
37	4130	4378	7591	6911
38	6987	5890	5843	9751
39	5916	25	3888	5200
40	4886	8498	7953	6312
41	9757	7152	4251	5206
42	5215	365	8339	4625
43	5940	7013	9755	6109
44	6022	6565	5391	8716
45	7182	5064	7398	4211
46	4924	6455	4174	6055
47	4443	5842	9164	8231
48	5257	4997	8405	5110
49	5026	4251	4130	9751
50	542	3113	5916	8911
51	6109	6911	4886	5215
52	9753	5206	5940	7129
53	7182	5200	5391	3631
54	3491	4378	4625	6022
55	3888	8498	6002	4150
56	5842	5064	5257	6210
57	3480	4290	4443	9757
58	25	6055	365	4997
59	8231	4211	6565	6987
60	7152	6455	7398	6134
61	7953	7013	7190	8339
62	5890	8405	9164	5972
63	4924	5110	5843	6312
64	7591	4174	9755	8716
65	3480	3113	3491	7182
66	6055	4290	5842	8498
67	4251	4625	3631	6911
68	5215	6022	6455	5257
69	5026	5916	6109	9757
70	6134	4378	25	5206
71	4150	5391	5110	8339
72	5064	7152	4997	7190
73	8911	3888	7013	4174
74	9164	542	6987	365
75	5843	4886	5200	7129
76	9755	4130	5972	8231
77	6565	7591	7953	5890
78	4443	5940	4924	6210
79	4211	6312	6002	9751
80	9753	8716	8405	7398
81	5257	4150	6911	9757
82	3631	5842	5215	25
83	7129	6987	5026	6134
84	5843	8498	3480	542
85	8911	4997	5206	7953
86	9164	5940	7152	4174
87	5200	5972	3113	7591
88	5890	8716	5110	4211
89	5391	6210	4130	4886
90	6312	7182	4251	6022
91	6455	8339	5064	4443
92	8231	8405	6109	6055
93	9755	3491	365	4290
94	7398	6002	4378	5916
95	4625	6565	7013	9753
96	7190	4924	3888	9751
97	7953	25	6987	7152
98	5843	6022	5940	6911
99	3480	8339	4997	8716
100	6134	5110	8231	9757
101	4443	542	7129	4211
102	6455	8405	8911	4378
103	4290	4130	4150	3113
104	4174	6312	4625	7190
105	7182	4886	6565	6002
106	5842	6109	9753	7591
107	7398	9751	5391	5257
108	3491	5206	4924	5200
109	5064	6055	5026	9164
110	5972	3631	3888	365
111	6210	4251	9755	5890
112	5215	5916	8498	7013
113	4378	8231	5940	4997
114	7591	4290	6312	25
115	9751	5110	9753	4174
116	6109	4625	4150	3480
117	9757	6565	7398	7190
118	365	8716	6002	5843
119	3888	9164	4886	6022
120	4130	7953	5200	542
121	5890	6455	6911	5842
122	8498	5257	6134	4443
123	4924	7013	8405	5064
124	5916	7182	8339	7129
125	5206	3631	6987	9755
126	4251	5391	5972	3491
127	3113	7152	6055	5215
128	8911	4211	6210	5026
129	8231	9753	5890	365
130	6565	3480	5842	4378
131	5110	7591	4625	4886
132	6109	4443	6002	7953
133	5843	4150	6455	3631
134	9757	8339	25	542
135	6134	8716	7182	4130
136	6210	7398	3491	6312
137	6987	5972	5257	5916
138	4174	5215	4290	8405
139	5940	9751	8911	6055
140	6911	5206	4211	7013
141	4924	4251	4997	9164
142	5200	6022	8498	5064
143	7152	7129	5391	3888
144	5026	7190	9755	3113
